"Browser","Browser Version","Short Browser Version","Engine","Engine Version","OS","OS Version","Measurement","showlatency","hidelatency","delay","measuredto"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1796","6824","100","105"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1796","3424","110","110"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","92","348196","1000","1010"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1796","5120","50","59"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1800","3416","100","111"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","3500","3416","110","119"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","92","358328","1000","1014"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","92","5120","50","56"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","3512","5136","100","100"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","3504","3424","110","119"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","96","358400","1000","1007"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1796","5128","50","57"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1796","5120","100","110"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1796","5120","110","116"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","92","356616","1000","1007"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1796","5120","50","50"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1804","5128","100","109"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1796","6832","110","114"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","100","378880","1000","1000"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1792","5136","50","59"
